ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
5470805433951697,Cybelle Maria Veiga Loureiro,Loureiro,"LOUREIRO, C. M. V.;LOUREIRO, CYBELLE MARIA VEIGA;LOUREIRO, CYBELLE MARIA V.;Maria Veiga Loureiro, Cybelle",São Paulo,SP,"Doutorado em Medicina área de conhecimento Ciências Aplicadas à Cirurgia e Oftalmologia - Faculdade de Medicina-UFMG (2009); Mestrado em Música área de conhecimento Educação Musical - Escola de Música - UFMG (2005); Bacharelado em Musicoterapia - University of Iowa (1991); Bacharelado em Música Instrumento Piano - Conservatório Musical Carlos Gomes (1975); Representante da América Latina na Federação Mundial de Musicoterapia-WFMT ( 2009-2014); Membro da Comissão em Formação e Clínica na WFMT (2014); Professora de Musicoterapia na  Universidade Federal de Minas Gerais (2009), Coordenadora do Bacharelado em Musicoterapia (2009); Professora Permanente no PPG  em Neurociências - ICB-UFMG linha de pesquisa:neurociências, música e artes  (2011); Professora Permanente do PPG em Música - EM-UFMG (2011) área Sonologia. Experiência na área de Música e Musicoterapia, atuando principalmente nas áreas: sonologia, neurociências, musicoterapia neurológica; educação musical especial; deficiência física; Síndrome de West; esclerose múltipla; neurite óptica;  neuromielite; neonatologia; atraso do neurodesenvolvimento; AVE; Parkinson; Alzheimer; demência semântica e cuidados paliativos.",15-09-2021,Universidade Federal de Minas Gerais,
5589268218426587,Fausto Borém,Borém,"BORÉM, Fausto;BORÉM, FAUSTO",Belo Horizonte,MG,"Fausto Borém defendeu o Doctor of Musical Arts (University of Georgia, EUA, 1993), o Master of Arts (University of Iowa, EUA, 1990) e o Bacharelado em Música (Universidade Federal de Minas Gerais, 1987). &amp;#10;&amp;#10;Prof. Titular da Escola de Música da UFMG onde ensina Contrabaixo, Música de Câmara, Práticas de Performance, Pesquisa em Música, Análise Musical, Didática da Cordas Fricionadas.&amp;#10;&amp;#10;Pesquisador do CNPq desde 1994, Coordena os Grupos de Pesquisa ECAPMUS (Estudos em Controle e Aprendizagem Motora na Performance Musical) e PPPMUS (&amp;quot;Pérolas&amp;quot; e &amp;quot;Pepinos&amp;quot; da Performance Musical).&amp;#10;  &amp;#10;Editor Fundador da Revista Per Musi (Qualis A1 na CAPEs e indexada no SciELO), idealizou e implantou o Mestrado em Música na UFMG.&amp;#10;&amp;#10;Organizador e Idealizador do 1º SNNPPM em 2000 (Seminário Nacional de Pesquisa em Performance Musical), o 4º Encontro Internacional de Contrabaixistas (1996), o 2º Concurso Nacional de Composição para Contrabaixo (1996) e o 4º Concurso Internacional de Composição para Contrabaixo (2005). Coordenou duas vezes o Projeto Artista Visitante da UFMG com a Oficina UAKTI (1994) e a Oficina de Luteria de Contrabaixos para Crianças (2002). &amp;#10;   &amp;#10;Prêmios e destaques:&amp;#10;- 2021 ISB (International Society of Bassists) Gary Karr 80-to-90 Project (Nebraska University, EUA)&amp;#10;- 2019 ISB (International Society of Bassists) Research Grand Prize (Indiana Univeristy, EUA)&amp;#10;- 2013 ISB (International Society of Bassists) Research Honor Prize (Eastman School of Music, EUA) &amp;#10;&amp;#10;-  Escreveu e estreou a obra ?Não Atire o Pau no gato? como solista e ator à frente da &amp;#10;Orquestra Filarmônica de Minas Gerais. &amp;#10;-  1°Lugar no Concurso para Professor Titular da UFMG com nota máxima em todas as provas &amp;#10;(Belo Horizonte, 2011).&amp;#10;- Prêmio ?Diapason D?Or do Brasil? como contrabaixista do CD do 17º Festival Internacional de &amp;#10;Música Colonial Brasileira e Música Antiga (&amp;quot;Sinfonia 34? e ?Sinfonia 38&amp;quot; de W. A. Mozart; &amp;quot;Abertura em Ré Maior&amp;quot; do Padre J. D. de Castro Lobo (Revista Diapason do Brasil, 2006)&amp;#10;-  5 CDs gravados com Luis Otávio Santos e a Orquestra Barroca do Festival Internacional de &amp;#10;Juiz de Fora (2005 a 2009).&amp;#10;-  3º Lugar no ?III Concurso Nacional de Composição para Contrabaixo? com o trio &amp;quot;Uma&amp;#10;Didática da Invenção&amp;quot; (Goiânia, Universidade Federal de Goiás, 2000. &amp;#10;-  ?University of Georgia Director´s Award? (Athens, Georgia, EUA, 1992). &amp;#10;-  ?University of Georgia Graduate Teaching Award? (Athens, Georgia, EUA, 1993). &amp;#10;-  3º Lugar no 1º Concurso Nacional de Análise Musical (Revista Cadernos de Análise Musical, &amp;#10;São Paulo, 1995). &amp;#10;- 1° Lugar no Concurso para Solistas do Teatro Mvnicipal de São Paulo (São Paulo, 1997).&amp;#10;- 1° Lugar no Jan Fowler Cross Scholarship Competition (Athens, Georgia, EUA, 1991).&amp;#10;- Selecionado como compositor e solista para a 16ª Bienal de Música Contemporânea &amp;#10;Brasileira (Rio de Janeiro, 2005). &amp;#10;&amp;#10;Recitais com solista nos EUA: 2017 no Ithaca College, 2015 na Colorado State University, 2013 na Eastman School of Music, 2011 na San Francisco State University, 2009 na Penn State University, 2007 na Oklahoma City University, 2005 na University of Western Michigan , 2001 na Butler University, Indiana, em 2011 na Oklahoma City University,1999 na University of Iowa, 1997 Rice University in Houston, 1995 na Indiana University, 1993 em Interlochen. &amp;#10;&amp;#10;Recitais como solista na Europa: Berlim em 2010, Paris e Londres em 2008, Sherborne e Londres em 2004, Edimburgo em 1998, Avignon em 1994. &amp;#10;&amp;#10;Como músico de orquestra, foi 1º Contrabaixista da Orquestra do Teatro Mvnicipal de São Paulo e 1º Contrabaixista da Orquestra Sinfônica de Minas Gerais, Contrabaixista de naipe da Charleston Symphony (EUA), Augusta Symphony (EUA) e Savannah Symphony (EUA). &amp;#10;&amp;#10;Concertos como acompanhador: tocou com Yo-Yo Ma, Midori, Menahen Pressler, Henry Mancini, Yoel Levi, Arnaldo Cohen na música erudita; com Luis Otávio Santos, Iara Fricke Matte e Orquestra barroca do Amaz",19-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-4769-106X
5673981788072449,Luiz Eduardo Castelões Pereira da Silva,Silva,"SILVA, L. E. C. P.;Castelões, L.;Castelões, Luiz E.;Luiz Castelões;CASTELÕES, LUIZ",Rio de Janeiro,RJ,"Compositor, professor do Depto. de Música e do PPG do Instituto de Artes e Design da UFJF desde 2009. Coordenador do COMUS - Grupo de pesquisa em composição musical da UFJF (www.ufjf.br/comus). Pós-doutorado no Birmingham Conservatoire (Inglaterra, 2015-16), Doutor em Composição (Boston University, 2009), Mestre e Bacharel em Composição (UNIRIO, 2004, 2001). Como compositor, recebeu prêmios da XIV e XXIV Bienais de música contemporânea brasileira (2001 e 2021), Rádio MEC (semifinalista do Festival 2020), Ibermúsicas (Beca para residências, 2016), Escola de Música da UFRJ (menção honrosa no Io Concurso Nacional de Composição, categoria eletroacústica, 2012), Boston University (1o lugar na BU Honors Competition, categoria 'work by living composer', piano: B. Oglice, 2007) e Festival Primeiro Plano (prêmio de Melhor Som, 2003). Estreias recentes de sua música por gupos internacionais como o East Chamber Music (Canadá, 2022), Aulos Flute Ensemble (Islândia, 2021), Roadrunner Trio (Holanda, 2020), Ensemble Linea (França, 2019), Aleph Guitar Quartet (Espanha, 2019), Ecce Ensemble (França, 2018),  Ensemble Mise-en (Coréia do Sul, 2018 e 2017), Quartetto Maurice (Itália, 2016 e 2014) e Mivos Quartet (Espanha, 2015). Artigos e capítulos publicados em português, inglês e espanhol no OM Composer's Book, Vol. 3 (2016), Sonic Ideas (2015), El oído pensante (2013), International Review of the Aesthetics and Sociology of Music (2009), entre outros. Áreas de interesse: composição musical algorítmica e música popular brasileira. URL: luizcasteloes.com",20-07-2022,Universidade Federal de Juiz de Fora,
5698244212403554,Neide das Graças de Souza Bortolini,Bortolini,"SOUZA-BORTOLINI, Neide das Graças;BORTOLINI, NEIDE DAS GRAÇAS DE SOUZA",Sete Lagoas,MG,"Graduação em Psicologia pela Universidade Federal de Minas Gerais. Mestrado em Literatura Brasileira: literatura infantil.  Doutorado em Artes na Universidade Federal de Minas Gerais. Áreas de pesquisa: interfaces nos campos da literatura, teatro, imagem e educação. Professora Adjunto na Universidade Federal de Ouro Preto no Instituto de Filosofia, Arte e Cultura, no Departamento de Artes Cênicas: Licenciatura. Integra o corpo docente do Programa de Pós-Graduação em Artes Cênicas com o projeto de pesquisa Imagens no vazio, escrita e teatralidades.",11-02-2022,Universidade Federal de Ouro Preto,https://orcid.org/0000-0003-0312-4087
5707581316608650,Edite Maria Oliveira da Rocha,Rocha,"ROCHA, E. M. O.;ROCHA, Edite",Neully-sur-Marne,,"Professora Adjunta em Musicologia na Universidade Federal de Minas Gerais (UFMG), possui Licenciatura em Ensino de Música pela Universidade de Aveiro, Portugal (1999), Mestrado em Música Antiga pela Hochschule fur Alte Musik Basel, Schola Cantorum Basiliensis, Suíça (2004) com apoio do GRI-Cultura Portugal, e Doutoramento em Música pela Universidade de Aveiro (2010) com apoio da FCT, cuja tese em musicologia histórica, obteve o Prémio de Investigação Histórica D. Manuel I (2011). Líder do Centro de Estudos de Acervos Musicais Mineiros (CEAMM/CNPq), realizou pós-Doutoramento como pesquisadora integrada do Instituto de Etnomusicologia e Centro de Estudos em Música e Dança (INET-md) com o apoio da FCT, sendo atualmente colaboradora do Núcleo Caravelas de História da Música Luso-Brasileira do CESEM (Lisboa) e do Núcleo de Estudos de Música Brasileira da UFMG, mantendo paralelamente uma intensa atividade artística, com vários concertos de órgão (a solo, com ensembles e orquestra) na Europa e Brasil.",04-07-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0001-9712-9019
5721916789388301,Loque Arcanjo Junior,Junior,"ARCANJO, Loque;ARCANJO JÚNIOR, Loque;ARCANJO JR., Loque;JÚNIOR, Loque Arcanjo;LOQUE, Arcanjo Júnior",Belo Horizonte,MG,"Doutor e mestre em História Social da Cultura e especialista em História da Cultura e da Arte pela UFMG.  Pós-doutorado pela Escola de Música do Depto de Música da UFMG na linha de pesquisa Música e Cultura. Pesquisador vinculado ao Grupo de Pesquisa  PAMVILLA - Perspectivas Analíticas para a Música de Villa-Lobos da ECA/USP e ao Grupo de Pesquisa Corpo, Música e Cultura da Escola de Música da UEMG. Professor do Programa de Pós-Graduação em Artes e do Departamento de Teoria Musical da Universidade do Estado de Minas Gerais (UEMG) - Professor Nível VI - onde desenvolve pesquisa nas áreas de Música e História no Centro de Pesquisa da Escola de Música. É membro do Comitê Institucional de Pesquisa da Escola de Música, do Comitê de Avaliação da Editora da UEMG e do Comitê de Ética e Pesquisa (CEP-UEMG). Coordena  o Projeto de Pesquisa  intitulado Organização de um banco de dados de imagens e textos sobre as representações de música e dança afro-Brasileira - Conselho Nacional de Desenvolvimento Científico e Tecnológico- Universal - CNPq e do projeto intitulado Heitor Villa-Lobos na América Hispânica: estudo da internacionalização da obra do compositor brasileiro a partir do Acervo Curt Lange (1930-1945) - Programa de Bolsas de Produtividade em Pesquisa/PQ-UEMG. Leciona as disciplinas de História da Arte,  História da Música Brasileira e Antropologia Cultural. É autor dos livros: Heitor Villa-Lobos os sons de uma nação imaginada (Editora Letramento, 2016) e  O ritmo da mistura e o compasso da História: o modernismo musical nas Bachianas Brasileiras de Heitor Villa-Lobos (Editora E-papers, 2008).",16-07-2022,Universidade do Estado de Minas Gerais,https://orcid.org/0000-0002-4912-8190
5745792827414580,Fernando Antonio Mencarelli,Mencarelli,"MENCARELLI, F. A.;Fernando Mencarelli;Fernando Antonio Mencarelli;FA Mencarelli;F. Mencarelli",Mogi-Mirim,SP,"Professor Titular da UFMG, pesquisador CNPq e diretor teatral. Pró-Reitor de Cultura da UFMG. Doutor e mestre pela Unicamp, na área de História Social da Cultura, com trabalhos sobre a história do teatro brasileiro. Visiting Research Scholar no Graduate Center da City University of New York/CUNY, Bolsa CAPES de Estágio Senior no Exterior. Pós-Doutoramento em Teatro, no Laboratório ARIAS/CNRS-Universidade Sorbonne Nouvelle/Paris III, França (Bolsa CAPES). Professor na graduação em Teatro e na pós-graduação em Artes da Escola de Belas-Artes da UFMG. Diretor de Ação Cultural da UFMG (desde 2019). Representante da UFMG no Conselho Estadual de Política Cultural de Minas Gerais. Representante da UFMG no Conselho Municipal de Cultura de Belo Horizonte (COMUC). Coordenação do Campus Cultural UFMG em Tiradentes (2018). Foi membro do Comitê Diretor do Instituto de Estudos Avançados Transdisciplinares da UFMG. Foi membro do Comitê de Assessoramento da CAPES na área de Artes. Foi membro do Comitê de Assessoramento do CNPq na área de Artes (2013-2016). Foi Diretor adjunto da Diretoria de Ação Cultural da UFMG (2014-2015). Foi Coordenador do Programa de Pós-graduação em Artes da Escola de Belas Artes da UFMG. Foi Presidente da ABRACE - Associação Brasileira de Pesquisa e Pós-graduação em Artes Cênicas, 2006/2008. Integrou as equipes de criação do Curso de Graduação em Artes Cênicas da UFMG (1998), da Linha de Pesquisa em Artes Cênicas (2006) e da Linha de Pesquisa em Artes da Cena (2014) do Programa de Pós-graduação em Artes da UFMG. Foi membro do Conselho Curador da Fundação Municipal de Cultura de Belo Horizonte e da Comissão de Especialistas do Fundo Estadual de Cultura da Secretaria de Estado da Cultura de Minas Gerais. Atualmente é membro da equipe de pesquisadores da Maison des Sciences de L´Homme Paris Nord (Paris/França), pesquisador associado do Groupe de Recherche Théâtralité, Performativité et Effets de Presénce, da Université du Québec à Montréal (Canadá). Diretor artístico associado do Centro Internacional de Teatro Ecum (SP). Foi membro da equipe de organização da Mostra Internacional de Teatro de São Paulo (2013-2016).",13-07-2022,Universidade Federal de Minas Gerais,
5832654049764544,Marcelo Almeida Sampaio,Sampaio,"SAMPAIO, Marcelo A.",Belo Horizonte,MG,"Marcelo Sampaio é mineiro de Belo Horizonte. Tem graduação em piano pela Unicamp (1996), especialização em piano e música de câmara pela Academia Nacional de Música (Sófia, Bulgária, 1998), Mestrado em Educação Musical pela Unirio (2001) e Doutorado em Música pela UFMG (2017), com doutorado-sanduíche pelo Instituto de Educação da University College London (UCL) na Inglaterra, sobre as estratégias pedagógicas para o desenvolvimento da leitura à primeira vista ao piano. É professor na graduação e no Mestrado Profissional em Práticas Musicais da Universidade do Estado de Minas Gerais. Atua profissionalmente como pianista colaborador e camerista..",24-06-2022,Universidade do Estado de Minas Gerais,
5858584847123848,Arnon Sávio Reis de Oliveira,Oliveira,"OLIVEIRA, A. S. R.;OLIVEIRA, ARNON SÁVIO REIS DE",Cachoeira da Prata,MG,"Possui bacharelado em Piano (1992) e Regência (1997), ambos pela UFMG; mestrado em Musicologia, com ênfase em Música Brasileira, pela UNI-RIO (2001); e doutorado em História, com ênfase em História Social da Cultura, pela UFMG (2015). Atualmente é professor adjunto da Universidade Federal de Minas Gerais. Tem experiência na área de Artes, com ênfase em Performance e Musicologia, atuando principalmente nos seguintes temas: música brasileira, musicologia, interpretação musical, Madrigal Renascentista, Hostílio Soares, acervos de partituras, música mineira e música coral.",04-01-2022,Universidade Federal de Minas Gerais,
6022645968535320,Cesar Adriano Traldi,Traldi,"TRALDI, C. A.",Descalvado,SP,"Percussionista e compositor, é bacharel em percussão pela Universidade Estadual de Campinas onde estudou com o Prof. Dr. Fernando Hashimoto. Posteriormente, sob a orientação do Prof. Dr. Jônatas Manzolli, realizou, na mesma instituição, sua pesquisa de mestrado focada no estudo do processo interacional do intérprete com meios tecnológicos e pesquisa de doutorado sobre linguagem contemporânea para percussão e dispositivos eletrônicos em tempo real.&amp;#10;&amp;#10;Como solista, tem se destacado nacionalmente através de suas atuações frente a algumas das principais orquestras do país, além de apresentações e recitais solo em diversos Estados brasileiros. Internacionalmente estão apresentações na Croácia, Eslovênia, Dinamarca, Estados Unidos, México, Portugal, Espanha e Cuba. Foi premiado em importantes concursos como Furnas Geração Musical, V Concurso Petrobras Pró Música para Jovens Solistas, CCLA de Música Instrumental para Jovens, finalista do programa Prelúdio (TV Cultura) e escolhido como destaque do I Festival Internacional de Música da Unicamp.&amp;#10;&amp;#10;Como pesquisador, já participou como palestrante e debatedor em mesas redondas de alguns dos principais encontros científicos do Brasil. Entre suas publicações encontram-se trabalhos sobre novas posturas interpretativas na performance de obras para instrumentos de percussão com interação com dispositivos tecnológicos em tempo real, trabalhos esses já apresentados e publicados na França, Espanha, Portugal, além de inúmeros eventos nacionais.&amp;#10;&amp;#10;Atualmente, forma com o percussionista Cleber Campos, o Duo Paticumpá. É professor do Curso de Música, pesquisador do Núcleo de Música e Tecnologia e orientador no Programa de Pós-graduação (Mestrado) da Universidade Federal de Uberlândia. Atua também como colaborador do Programa de Doutorado em Música da Universidade de Aveiro ? Portugal.",25-03-2022,Universidade Federal de Uberlândia,
6739544971574698,Mônica Medeiros Ribeiro,Ribeiro,"RIBEIRO, Mônica Medeiros;RIBEIRO, MÔNICA MEDEIROS",Belo Horizonte,MG,"Doutora em Artes-PPG Artes da EBA/UFMG. Possui Graduação e Mestrado em Letras/UFMG. Especialista em Neurociências e Comportamento pelo /ICB-UFMG e  Neuropsicologia pela FUMEC. Atriz e dançarina, preparadora corporal , diretora Professora Associada do departamento de Artes Cênicas da Escola de Belas Artes da UFMG, com atuação no curso de Graduação em Teatro. Professora permanente  da Pós-Graduação em Artes da Escola de Belas Artes da UFMG . Coordenadora da Pós Graduação em Artes da EBA/UFMG (2018-2020). Diretora Adjunta de Ação Cultural da UFMG (2019- 2022). Membro pesquisador do grupo de pesquisa IMPROLAB e do CRIA: Artes e Transdisciplinaridade, do qual é vice lider. Pesquisa processos de criação em artes da cena, improvisação em dança; práticas do corpo e epistemologias nas artes e humanidades.  Coordenadora do LECAC - Laboratório de Estudos do Corpo nas Artes da Cena. Membro Pesquisador da ABRACE-Associação Brasileira de Pesquisa e Pós Graduação em Artes Cênicas. Pró-reitora adjunta de Cultura da UFMG.",14-07-2022,Universidade Federal de Minas Gerais,
6806662091806312,Marta Cardoso Castello Branco Garzon,Garzon,"CASTELLO BRANCO, Marta;GARZON, Marta Cardoso Castello Branco;BRANCO, Marta Castello;Marta Castello Branco;Castello Branco, Marta Cardoso",Belo Horizonte,MG,"Possui graduação em Música pela Universidade Federal de Minas Gerais (2005), mestrado em Música pela Universidade Federal da Bahia (2008), doutorado em Música pela UdK Berlin - Universität der Künste Berlin, Alemanha (2014) e Pós-doutorado em Estética Comparada pelo Aryamarga Institute India (2019). É professora do Departamento de Música da Universidade Federal de Juiz de Fora (UFJF) e do Programa de Pós-Graduação em Artes, Cultura e Linguagens do Instituto de Artes e Design IAD/UFJF. Tem experiência na área de Artes, com ênfase em Música, atuando principalmente nos seguintes temas: interpretação musical (flauta transversal), música contemporânea e relações entre música, cultura e sociedade.",28-06-2022,Universidade Federal de Juiz de Fora,https://orcid.org/0000-0002-2926-0215
6825902106907746,Mario Ferreira Piragibe,Piragibe,"PIRAGIBE, M. F.;PIRAGIBE, MARIO;PIRAGIBE, MÁRIO FERREIRA;PIRAGIBE, MARIO FERREIRA;FERREIRA PIRAGIBE, MARIO;PIRAGIBE, MÁRIO",Rio de Janeiro,RJ,"Doutor em Artes Cênicas pela Universidade Federal do Estado do Rio de Janeiro (2011), obtendo o grau de mestre em Teatro (2007) e de bacharel em Artes Cênicas com habilitação em Teoria do Teatro (1999) pela mesma instituição. Ator e professor de teatro, é Professor Efetivo do Curso de Teatro do Instituto de Artes (IARTE) da Universidade Federal de Uberlandia - UFU. Foi professor substituto do curso de Direção teatral da Escola de comunicação da UFRJ. Pesquisador com especialização no estudo de características contemporâneas do teatro de formas animadas. &amp;#10;Sua pesquisa aborda interfaces da linguagem do teatro de animação com poéticas contemporâneas da cena teatral brasileira, com ênfase para os processos de criação e formação do ator dedicado ao teatro de animação. A pesquisa lida com a concepção de Teatro de Animação a partir do desdobramento da presença e da expressividade do ator, bem como com as interfaces que esta estabelece com sistemas de visualidade da cena teatral, tais como a cenografia, o figurino, a iluminação, a caracterização cênica e as interfaces entre o teatro e as novas tecnologias. Integra o Grupo de Estudos e Investigações sobre Criação e Formação em Artes Cênicas (GEAC UFU) desde 2011, e o Grupo de Pesquisa Poéticas Cênicas: visuais e performativas desde 2018. Realizou pesquisa de pós-doutorado na Royal Central School of Speech and Drama / Londres, sob supervisão de Cariad Astles, PhD, com bolsa CAPES, do Programa de Pós-Doutorado no Exterior sobre processos de formação do artista no Teatro de Animação Contemporâneo.",21-07-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-8244-5753
7052822499655835,Luiz Antonio Cruz Souza,Souza,"SOUZA, L. A. C.;Souza, Luiz A. C.;Cruz Souza, L. A.;Souza, Luiz Antonio Cruz;Luiz Antonio Cruz Souza;SOUZA, LUIZ ANTÔNIO CRUZ;SOUZA, LUIZ ANTONIO C.;SOUZA, LUIZ;SOUZA, LUIZ A. C.;CRUZ SOUZA, LUIZ ANTÔNIO;SOUZA, L.A.C.;LUIZ ANTONIO CRUZ SOUZA;CRUZ SOUZA, LUIZ ANTONIO;LUIZ A. C. SOUZA;LUIZ A C SOUZA",Formiga,MG,"Possui graduação em Química pela Universidade Federal de Minas Gerais (1986), mestrado em Química-Ciências e Conservação de Bens Culturais pela Universidade Federal de Minas Gerais (1991), com trabalho experimental realizado no IRPA (Institut Royal du Patrimoine Artistique, Bruxelas, Belgica) e doutorado em Química pela Universidade Federal de Minas Gerais (1996), com trabalho experimental realizado junto ao Getty Conservation Institute, em Los Angeles, USA. Ex-bolsista CAPES Senior - Estágio Pós-Doutoral, na Universidade de Perugia, junto ao Centro SMAArt - Scientific Methodologies applied to Art and Archaeology, sob a coordenação do Prof. Antonio Sgamellotti (2014). É Professor Permanente do PPGArtes - Programa de Pós-Graduação em Artes (M, D; Escola de Belas Artes - UFMG), e do PACPS - Programa de Pós-Graduação em Ambiente Construído e Patrimônio Sustentável - CAPES Interdisciplinar (M, D; Escola de Arquitetura, UFMG). Atualmente é coordenador do LACICOR - Laboratório de Ciência da Conservação, vinculado ao CECOR - Centro de Conservação de Bens Culturais, e ao curso de Graduação em Conservação-Restauração de Bens Culturais Móveis, na Escola de Belas Artes da UFMG, onde é Professor Titular. Foi Coordenador do Curso de Especialização em Conservação de Bens Culturais Móveis e do Programa de Pós-Graduação em Artes, da Escola de Belas Artes da UFMG. Foi Vice-Diretor (2005-2009), e Diretor (2009-2013) da Escola de Belas Artes da UFMG. Foi membro do Conselho do ICCROM (http://www.iccrom.org), como representante do Brasil, por dois mandatos (2007-2011, reeleito para 2011-2015). Foi membro da Diretoria do ICOM-CC - Comitê de Conservação do Conselho Internacional de Museus (4 mandatos: 1993 - 1996; 1999 - 2002; 2002 - 2005; 2014 - 2017). É membro do Conselho Curador da FAOP - Fundação de Arte de Ouro Preto, como representante da Abracor - Associação Brasileira de Conservadores e Restauradores de Bens Culturais (2003 - ). Tem experiência na área de Artes e Ciência da Conservação, com ênfase em Ciência e Tecnologia para a Conservação-Restauração de Bens Culturais, atuando principalmente nos seguintes temas: gerenciamento e análise de riscos para a conservação de acervos, conservação preventiva, conservação-restauração, peritagem e análise científica de obras de arte, Gestão de Preservação de Patrimônio Cultural. Fundador, Vice-Presidente (2016-2018), e atualmente Presidente (2018-2020; reeleito para 2020 - 2022) da ANTECIPA - Associação Nacional de Pesquisa em Ciência e Tecnologia do Patrimônio - Ciência, Tecnologia e Inovação para o estudo e preservação do Patrimônio Cultural, entidade da sociedade civil (http://lacicor.eba.ufmg.br/antecipa/) que representa diversas instituições profissionais da área de ciência e tecnologia aplicados ao estudo e conservação do patrimônio cultural, congregando conservadores-restauradores, historiadores da arte, engenheiros, arquitetos, químicos, físicos, biólogos, geólogos, etc, vinculados a diversos laboratórios de universidades e instituições de pesquisa que atuam na área em todo o país. A ANTECIPA é o nó de representação internacional, na América do Sul e no Brasil, da Rede Européia E-RIHS - European Research Infrastructure for Heritage Science. O LACICOR é um dos laboratórios líderes da Rede ANTECIPA. Atualmente é Diretor do CECOR - Centro de Conservação e Restauração de Bens Culturais (2020 - 2022), sediado na Escola de Belas Artes da Universidade Federal de Minas Gerais. Membro Permanente do WGS - Working Group on Sustainability",03-06-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-3241-211X
7159513683604358,Narciso Larangeira Telles da Silva,Silva,"TELLES, N.;TELLES, NARCISO",Angra dos Reis,RJ,"Teatreiro, ator e diretor. Pós-Doutor em Teatro (UDESC, 2012), (UAM/Universidad Castilla de la Macha, 2017 - Programa Estágio Sênior/CAPES). É professor do Curso de Teatro (licenciatura e bacharelado), do Programa de Pós-Graduação em Artes Cênicas e Mestrado Profissional em Artes na Universidade Federal de Uberlândia (UFU) e colaborador no Programa de Pós-Graduação em Educação/UFU e no PPGAC/UFMA. Pesquisador do CNPq e do GEAC/UFU. Tem estudos, publicações e prática artística na área de Artes/Teatro, com ênfase em Interpretação/Atuação/Improvisação; Pedagogia do Teatro e Cena Contemporânea; Artes do Corpo e Educação. Membro do Núcleo 2  Coletivo de Teatro -Uberlândia-MG. Ex-Presidente da Associação Brasileira de Pesquisa e Pós-Graduação em Artes Cênicas (ABRACE), gestão 2015 -2016.",26-04-2022,Universidade Federal de Uberlândia,https://orcid.org/0000-0002-7016-7805
7185852622406413,Clifford Hill Korman,Korman,"KORMAN, C. H.;KORMAN, CLIFFORD HILL;KORMAN, CLIFF",New York,,"Clifford Hill Korman (Cliff Korman). Pianista, compositor, e pesquisador. Possui doutorado em Música-Jazz Arts Advancement (Manhattan School of Music, 2012; Tese: Improviso na Jazz Sinfônica, acompanhada da composição própria Interventions) e mestrado em Musica: Especialização na Jazz Performance (The City College of New York,1996). É Professor Adjunto na Universidade Federal de Estado de Rio de Janeiro (UNIRIO) e atua nas disciplinas Harmonia de Teclado, Harmonia em Música Popular, e Técnicas de Improvisacão, Coordenador do grupo de pesquisa Improvisa (dgp.cnpq.br/dgp/espelhogrupo/0794335057715945) e do projeto para digitalizar o acervo do ícone da música brasileira Paulo Moura (http://www.jobim.org/paulomoura/). Outros focos de pesquisa incluem O piano popular brasileiro: história e prática; Pedagogia e estudos de música popular; e As circulações globais do jazz. Atua na Programa de Pós- Graduação em Música e o PROEMUS do Centro de Letras e Artes da UNIRIO, e na PPGM da Escola de Música-UFMG como colaborador externo, onde orienta dissertações na linha de Performance.&amp;#10;Entre artigos publicados constam Pushing at Boundaries The Path of a Brazilian Instrumentalist (http://www.criticalimprov.com/article/view/1363) e Paulo Moura?s Hepteto and Quarteto: Sambajazz as Brazilogical popular instrumental improvised music (https://journals.equinoxpub.com/index.php/JAZZ/article/view/28347).&amp;#10;Estudou em Nova Iorque, seu cidade natal, com os mestres do jazz Roland Hanna, Barry Harris, Ron Carter, Kenny Barron e David Liebman. Na carreira constam apresentações com os artistas brasileiros Paulo Moura, Toninho Horta, Milton Nascimento, Leny Andrade, Astrud Gilberto, Nelson Faria, e Henrique Cazes,  além de performances a quatro mãos com os pianistas Wagner Tiso, Gilson Peranzzetta, e Cristovão Bastos.&amp;#10;Dentre as gravações autorais constam Migrations (Planet Arts 2005); Mood Ingênuo: Pixinguinha Meets Duke Ellington (Jazzheads, 1999) e Gafiera Dance Brasil (Almonds and Roses Music, 2000) com o parceiro Paulo Moura; e Trains of Thought (Almonds and Roses Music, 2014) uma série de improvisações para piano solo.&amp;#10;Registro ORCID https://orcid.org/0000-0001-9097-7488",06-06-2022,Universidade Federal do Estado do Rio de Janeiro,https://orcid.org/0000-0001-9097-7488
7375164992987814,João Pedro Paiva de Oliveira,Oliveira,"OLIVEIRA, J. P.;OLIVEIRA, JOÃO PEDRO",Lisboa,VAZIO,VAZIO,02-03-2020,Universidade Federal de Minas Gerais,
