TITLE,YEAR,LANG,EDITORA,AUTHOR,ORDER,ORDER_OK,ID,FULL_NAME,LAST_NAME,CITADO,CITY,STATE,RESUME,UPDATE,ADDRESS_ENTERP,ORCID
Pensar e agir com a cultura,2011,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Jose Oliveira Jr']","['1', '2']",['1'],1604785658347017,José Márcio Pinto de Moura Barros,Barros,"BARROS, José Márcio;BARROS, JOSÉ MÁRCIO",Belo Horizonte,MG,"Graduado em Ciências Sociais pela Universidade Federal de Minas Gerais (1980), Mestre em Antropologia Social pela Universidade Estadual de Campinas (1992) e Doutor em Comunicação e Cultura pela Universidade Federal do Rio de Janeiro (2003). Professor do PPG Artes e da Escola de Música (ESMU) da Universidade do Estado de Minas Gerais (UEMG).Professor do PPg Cultura e Sociedade da UFBa. Professor da PUC Minas nos cursos de Jornalismo, Cinema e Audiovisual, Relações Públicas. Atua nas áreas da Antropologia, Políticas Públicas e Cultura e Comunicação com ênfase em Gestão Cultural; Políticas Culturais; Diversidade Cultural;  Processos de mediação. É autor de vários artigos publicados em periódicos, dentre outros trabalhos,. Publicou e organizou os seguintes livros: Comunicação e Cultura nas avenidas de contorno, publicado pela Editora PUC Minas; Diversidade Cultural da proteção à promoção, publicado pela Editora Autêntica; As mediações da Cultura, publicado pela Editora PUC Minas;  Pensar e Agir com a cultura, publicado pelo ODC e Federalismo e políticas culturais no Brasil e Dimensões e Desafios Políticos para a Diversidade Cultural, ambos publicados pela EDUFBa; Gestão Cultural e Diversidade: do Pensar ao Agir e Planos Municipais de Cultura: reflexões e experiências pela EDUEMG; Diversidade Cultural e Desenvolvimento Sustentável. Coordena a organização não-governamental e grupo de pesquisa (CNPq) Observatório da Diversidade Cultural e o Programa Pensar e Agir com a Cultura.",10-06-2022,Universidade do Estado de Minas Gerais,
"As mediações da cultura: arte, processo e cidadania",2009,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Renata Alencar', 'Tailze Melo']","['1', '2', '3']",['1'],1604785658347017,José Márcio Pinto de Moura Barros,Barros,"BARROS, José Márcio;BARROS, JOSÉ MÁRCIO",Belo Horizonte,MG,"Graduado em Ciências Sociais pela Universidade Federal de Minas Gerais (1980), Mestre em Antropologia Social pela Universidade Estadual de Campinas (1992) e Doutor em Comunicação e Cultura pela Universidade Federal do Rio de Janeiro (2003). Professor do PPG Artes e da Escola de Música (ESMU) da Universidade do Estado de Minas Gerais (UEMG).Professor do PPg Cultura e Sociedade da UFBa. Professor da PUC Minas nos cursos de Jornalismo, Cinema e Audiovisual, Relações Públicas. Atua nas áreas da Antropologia, Políticas Públicas e Cultura e Comunicação com ênfase em Gestão Cultural; Políticas Culturais; Diversidade Cultural;  Processos de mediação. É autor de vários artigos publicados em periódicos, dentre outros trabalhos,. Publicou e organizou os seguintes livros: Comunicação e Cultura nas avenidas de contorno, publicado pela Editora PUC Minas; Diversidade Cultural da proteção à promoção, publicado pela Editora Autêntica; As mediações da Cultura, publicado pela Editora PUC Minas;  Pensar e Agir com a cultura, publicado pelo ODC e Federalismo e políticas culturais no Brasil e Dimensões e Desafios Políticos para a Diversidade Cultural, ambos publicados pela EDUFBa; Gestão Cultural e Diversidade: do Pensar ao Agir e Planos Municipais de Cultura: reflexões e experiências pela EDUEMG; Diversidade Cultural e Desenvolvimento Sustentável. Coordena a organização não-governamental e grupo de pesquisa (CNPq) Observatório da Diversidade Cultural e o Programa Pensar e Agir com a Cultura.",10-06-2022,Universidade do Estado de Minas Gerais,
Diversidade Cultural ? da proteção à promoção,2008,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Giselle Dupin', 'Cesária Macedo']","['1', '2', '3']",['1'],1604785658347017,José Márcio Pinto de Moura Barros,Barros,"BARROS, José Márcio;BARROS, JOSÉ MÁRCIO",Belo Horizonte,MG,"Graduado em Ciências Sociais pela Universidade Federal de Minas Gerais (1980), Mestre em Antropologia Social pela Universidade Estadual de Campinas (1992) e Doutor em Comunicação e Cultura pela Universidade Federal do Rio de Janeiro (2003). Professor do PPG Artes e da Escola de Música (ESMU) da Universidade do Estado de Minas Gerais (UEMG).Professor do PPg Cultura e Sociedade da UFBa. Professor da PUC Minas nos cursos de Jornalismo, Cinema e Audiovisual, Relações Públicas. Atua nas áreas da Antropologia, Políticas Públicas e Cultura e Comunicação com ênfase em Gestão Cultural; Políticas Culturais; Diversidade Cultural;  Processos de mediação. É autor de vários artigos publicados em periódicos, dentre outros trabalhos,. Publicou e organizou os seguintes livros: Comunicação e Cultura nas avenidas de contorno, publicado pela Editora PUC Minas; Diversidade Cultural da proteção à promoção, publicado pela Editora Autêntica; As mediações da Cultura, publicado pela Editora PUC Minas;  Pensar e Agir com a cultura, publicado pelo ODC e Federalismo e políticas culturais no Brasil e Dimensões e Desafios Políticos para a Diversidade Cultural, ambos publicados pela EDUFBa; Gestão Cultural e Diversidade: do Pensar ao Agir e Planos Municipais de Cultura: reflexões e experiências pela EDUEMG; Diversidade Cultural e Desenvolvimento Sustentável. Coordena a organização não-governamental e grupo de pesquisa (CNPq) Observatório da Diversidade Cultural e o Programa Pensar e Agir com a Cultura.",10-06-2022,Universidade do Estado de Minas Gerais,
Cultura e Comunicação nas avenidas de contorno de Belo Horizonte e La Plata,2005,Português,VAZIO,['José Márcio Pinto de Moura Barros'],['1'],['1'],1604785658347017,José Márcio Pinto de Moura Barros,Barros,"BARROS, José Márcio;BARROS, JOSÉ MÁRCIO",Belo Horizonte,MG,"Graduado em Ciências Sociais pela Universidade Federal de Minas Gerais (1980), Mestre em Antropologia Social pela Universidade Estadual de Campinas (1992) e Doutor em Comunicação e Cultura pela Universidade Federal do Rio de Janeiro (2003). Professor do PPG Artes e da Escola de Música (ESMU) da Universidade do Estado de Minas Gerais (UEMG).Professor do PPg Cultura e Sociedade da UFBa. Professor da PUC Minas nos cursos de Jornalismo, Cinema e Audiovisual, Relações Públicas. Atua nas áreas da Antropologia, Políticas Públicas e Cultura e Comunicação com ênfase em Gestão Cultural; Políticas Culturais; Diversidade Cultural;  Processos de mediação. É autor de vários artigos publicados em periódicos, dentre outros trabalhos,. Publicou e organizou os seguintes livros: Comunicação e Cultura nas avenidas de contorno, publicado pela Editora PUC Minas; Diversidade Cultural da proteção à promoção, publicado pela Editora Autêntica; As mediações da Cultura, publicado pela Editora PUC Minas;  Pensar e Agir com a cultura, publicado pelo ODC e Federalismo e políticas culturais no Brasil e Dimensões e Desafios Políticos para a Diversidade Cultural, ambos publicados pela EDUFBa; Gestão Cultural e Diversidade: do Pensar ao Agir e Planos Municipais de Cultura: reflexões e experiências pela EDUEMG; Diversidade Cultural e Desenvolvimento Sustentável. Coordena a organização não-governamental e grupo de pesquisa (CNPq) Observatório da Diversidade Cultural e o Programa Pensar e Agir com a Cultura.",10-06-2022,Universidade do Estado de Minas Gerais,
Coleções em diálogo,2019,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1'],1526956020506544,Rodrigo Vivas Andrade,Andrade,"Vivas, Rodrigo;ANDRADE, RODRIGO VIVAS",Bom Sucesso,MG,"Rodrigo Vivas graduou-se em História pela Universidade Federal de Ouro Preto (UFOP) em 1999 onde recebeu o prêmio de Destaque no Curso. Realizou seu mestrado em História da Cultura na Universidade Federal de Minas Gerais (2001) Defendeu a tese de Doutorado em História da Arte em 2008, UNICAMP, sendo orientado pelo Professor Nelson Aguilar com o título: Os Salões Municipais de Belas Artes e a Emergência da Arte Contemporânea em Belo Horizonte. 1960-1969. Dentre as inúmeras publicações destaca-se: Por uma história da arte em Belo Horizonte: artistas, salões e Exposições (ComArte, 2012); Abstrações em Movimento: concretismo, neoconcretismo e tachismo, em 2016; Arte como vocação: Raimundo Coutinho Canavarro (2018); além dos livros didáticos adotados na rede pública de ensino brasileira: Arte de Perto (2018); Rumos da Arte (2018). Tem inúmeras publicações em congressos e revistas especializadas da área que também atua como parecerista. &amp;#10;Realizou dezenas de curadorias em instituições como Museu de Arte da Pampulha, UFMG, Museu da Inconfidência, Reitoria da UFMG, Centro Cultural Usiminas. Participou como jurado de editais como Vale do Rio do Doce, Casa Fiat de Cultura, Palácio das Artes, Salão de Itabirito, Salão de Anápolis, Centro Cultural UFMG, dentre outros. &amp;#10;Professor Permanente do Programa de Pós-graduação em Artes da Escola de Belas Artes e Professor Associado da graduação da mesma instituição. Orienta trabalhos de doutorado e mestrado tendo inúmeros pesquisadores que já concluíram sua formação. &amp;#10;Na gestão foi Diretor do Centro Cultural UFMG, Diretor de Ação Cultural da UFMG, Diretor Geral do Festival de Inverno da UFMG, Diretor Geral do Festival de Verão UFMG.",18-04-2022,Universidade Federal de Minas Gerais,
Arte como vocação: Raimundo Coutinho Canavarro,2018,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1'],1526956020506544,Rodrigo Vivas Andrade,Andrade,"Vivas, Rodrigo;ANDRADE, RODRIGO VIVAS",Bom Sucesso,MG,"Rodrigo Vivas graduou-se em História pela Universidade Federal de Ouro Preto (UFOP) em 1999 onde recebeu o prêmio de Destaque no Curso. Realizou seu mestrado em História da Cultura na Universidade Federal de Minas Gerais (2001) Defendeu a tese de Doutorado em História da Arte em 2008, UNICAMP, sendo orientado pelo Professor Nelson Aguilar com o título: Os Salões Municipais de Belas Artes e a Emergência da Arte Contemporânea em Belo Horizonte. 1960-1969. Dentre as inúmeras publicações destaca-se: Por uma história da arte em Belo Horizonte: artistas, salões e Exposições (ComArte, 2012); Abstrações em Movimento: concretismo, neoconcretismo e tachismo, em 2016; Arte como vocação: Raimundo Coutinho Canavarro (2018); além dos livros didáticos adotados na rede pública de ensino brasileira: Arte de Perto (2018); Rumos da Arte (2018). Tem inúmeras publicações em congressos e revistas especializadas da área que também atua como parecerista. &amp;#10;Realizou dezenas de curadorias em instituições como Museu de Arte da Pampulha, UFMG, Museu da Inconfidência, Reitoria da UFMG, Centro Cultural Usiminas. Participou como jurado de editais como Vale do Rio do Doce, Casa Fiat de Cultura, Palácio das Artes, Salão de Itabirito, Salão de Anápolis, Centro Cultural UFMG, dentre outros. &amp;#10;Professor Permanente do Programa de Pós-graduação em Artes da Escola de Belas Artes e Professor Associado da graduação da mesma instituição. Orienta trabalhos de doutorado e mestrado tendo inúmeros pesquisadores que já concluíram sua formação. &amp;#10;Na gestão foi Diretor do Centro Cultural UFMG, Diretor de Ação Cultural da UFMG, Diretor Geral do Festival de Inverno da UFMG, Diretor Geral do Festival de Verão UFMG.",18-04-2022,Universidade Federal de Minas Gerais,
Arte de Perto - Livro do aluno,2018,Português,VAZIO,"['Rodrigo Vivas Andrade', 'Maurílio Rocha', 'Mariana Lima Muniz', 'Juliana Amelia Paes AZOUBEL']","['1', '2', '3', '4']",['1'],1526956020506544,Rodrigo Vivas Andrade,Andrade,"Vivas, Rodrigo;ANDRADE, RODRIGO VIVAS",Bom Sucesso,MG,"Rodrigo Vivas graduou-se em História pela Universidade Federal de Ouro Preto (UFOP) em 1999 onde recebeu o prêmio de Destaque no Curso. Realizou seu mestrado em História da Cultura na Universidade Federal de Minas Gerais (2001) Defendeu a tese de Doutorado em História da Arte em 2008, UNICAMP, sendo orientado pelo Professor Nelson Aguilar com o título: Os Salões Municipais de Belas Artes e a Emergência da Arte Contemporânea em Belo Horizonte. 1960-1969. Dentre as inúmeras publicações destaca-se: Por uma história da arte em Belo Horizonte: artistas, salões e Exposições (ComArte, 2012); Abstrações em Movimento: concretismo, neoconcretismo e tachismo, em 2016; Arte como vocação: Raimundo Coutinho Canavarro (2018); além dos livros didáticos adotados na rede pública de ensino brasileira: Arte de Perto (2018); Rumos da Arte (2018). Tem inúmeras publicações em congressos e revistas especializadas da área que também atua como parecerista. &amp;#10;Realizou dezenas de curadorias em instituições como Museu de Arte da Pampulha, UFMG, Museu da Inconfidência, Reitoria da UFMG, Centro Cultural Usiminas. Participou como jurado de editais como Vale do Rio do Doce, Casa Fiat de Cultura, Palácio das Artes, Salão de Itabirito, Salão de Anápolis, Centro Cultural UFMG, dentre outros. &amp;#10;Professor Permanente do Programa de Pós-graduação em Artes da Escola de Belas Artes e Professor Associado da graduação da mesma instituição. Orienta trabalhos de doutorado e mestrado tendo inúmeros pesquisadores que já concluíram sua formação. &amp;#10;Na gestão foi Diretor do Centro Cultural UFMG, Diretor de Ação Cultural da UFMG, Diretor Geral do Festival de Inverno da UFMG, Diretor Geral do Festival de Verão UFMG.",18-04-2022,Universidade Federal de Minas Gerais,
"Abstrações em movimento: concretismo, neoconcretismo e tachismo",2016,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1'],1526956020506544,Rodrigo Vivas Andrade,Andrade,"Vivas, Rodrigo;ANDRADE, RODRIGO VIVAS",Bom Sucesso,MG,"Rodrigo Vivas graduou-se em História pela Universidade Federal de Ouro Preto (UFOP) em 1999 onde recebeu o prêmio de Destaque no Curso. Realizou seu mestrado em História da Cultura na Universidade Federal de Minas Gerais (2001) Defendeu a tese de Doutorado em História da Arte em 2008, UNICAMP, sendo orientado pelo Professor Nelson Aguilar com o título: Os Salões Municipais de Belas Artes e a Emergência da Arte Contemporânea em Belo Horizonte. 1960-1969. Dentre as inúmeras publicações destaca-se: Por uma história da arte em Belo Horizonte: artistas, salões e Exposições (ComArte, 2012); Abstrações em Movimento: concretismo, neoconcretismo e tachismo, em 2016; Arte como vocação: Raimundo Coutinho Canavarro (2018); além dos livros didáticos adotados na rede pública de ensino brasileira: Arte de Perto (2018); Rumos da Arte (2018). Tem inúmeras publicações em congressos e revistas especializadas da área que também atua como parecerista. &amp;#10;Realizou dezenas de curadorias em instituições como Museu de Arte da Pampulha, UFMG, Museu da Inconfidência, Reitoria da UFMG, Centro Cultural Usiminas. Participou como jurado de editais como Vale do Rio do Doce, Casa Fiat de Cultura, Palácio das Artes, Salão de Itabirito, Salão de Anápolis, Centro Cultural UFMG, dentre outros. &amp;#10;Professor Permanente do Programa de Pós-graduação em Artes da Escola de Belas Artes e Professor Associado da graduação da mesma instituição. Orienta trabalhos de doutorado e mestrado tendo inúmeros pesquisadores que já concluíram sua formação. &amp;#10;Na gestão foi Diretor do Centro Cultural UFMG, Diretor de Ação Cultural da UFMG, Diretor Geral do Festival de Inverno da UFMG, Diretor Geral do Festival de Verão UFMG.",18-04-2022,Universidade Federal de Minas Gerais,
O Olhar: do íntimo ao Relacional,2015,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1'],1526956020506544,Rodrigo Vivas Andrade,Andrade,"Vivas, Rodrigo;ANDRADE, RODRIGO VIVAS",Bom Sucesso,MG,"Rodrigo Vivas graduou-se em História pela Universidade Federal de Ouro Preto (UFOP) em 1999 onde recebeu o prêmio de Destaque no Curso. Realizou seu mestrado em História da Cultura na Universidade Federal de Minas Gerais (2001) Defendeu a tese de Doutorado em História da Arte em 2008, UNICAMP, sendo orientado pelo Professor Nelson Aguilar com o título: Os Salões Municipais de Belas Artes e a Emergência da Arte Contemporânea em Belo Horizonte. 1960-1969. Dentre as inúmeras publicações destaca-se: Por uma história da arte em Belo Horizonte: artistas, salões e Exposições (ComArte, 2012); Abstrações em Movimento: concretismo, neoconcretismo e tachismo, em 2016; Arte como vocação: Raimundo Coutinho Canavarro (2018); além dos livros didáticos adotados na rede pública de ensino brasileira: Arte de Perto (2018); Rumos da Arte (2018). Tem inúmeras publicações em congressos e revistas especializadas da área que também atua como parecerista. &amp;#10;Realizou dezenas de curadorias em instituições como Museu de Arte da Pampulha, UFMG, Museu da Inconfidência, Reitoria da UFMG, Centro Cultural Usiminas. Participou como jurado de editais como Vale do Rio do Doce, Casa Fiat de Cultura, Palácio das Artes, Salão de Itabirito, Salão de Anápolis, Centro Cultural UFMG, dentre outros. &amp;#10;Professor Permanente do Programa de Pós-graduação em Artes da Escola de Belas Artes e Professor Associado da graduação da mesma instituição. Orienta trabalhos de doutorado e mestrado tendo inúmeros pesquisadores que já concluíram sua formação. &amp;#10;Na gestão foi Diretor do Centro Cultural UFMG, Diretor de Ação Cultural da UFMG, Diretor Geral do Festival de Inverno da UFMG, Diretor Geral do Festival de Verão UFMG.",18-04-2022,Universidade Federal de Minas Gerais,
"Um dia a árvore dos sonhos inopinados: acrobacias, totens, mandalas e oroboros do escultor Geraldo Teles de Oliveira",2011,Português,VAZIO,"['Rodrigo Vivas Andrade', 'Jorge Cabrera Gomez', 'Faber Clayton Barbosa']","['1', '2', '3']",['1'],1526956020506544,Rodrigo Vivas Andrade,Andrade,"Vivas, Rodrigo;ANDRADE, RODRIGO VIVAS",Bom Sucesso,MG,"Rodrigo Vivas graduou-se em História pela Universidade Federal de Ouro Preto (UFOP) em 1999 onde recebeu o prêmio de Destaque no Curso. Realizou seu mestrado em História da Cultura na Universidade Federal de Minas Gerais (2001) Defendeu a tese de Doutorado em História da Arte em 2008, UNICAMP, sendo orientado pelo Professor Nelson Aguilar com o título: Os Salões Municipais de Belas Artes e a Emergência da Arte Contemporânea em Belo Horizonte. 1960-1969. Dentre as inúmeras publicações destaca-se: Por uma história da arte em Belo Horizonte: artistas, salões e Exposições (ComArte, 2012); Abstrações em Movimento: concretismo, neoconcretismo e tachismo, em 2016; Arte como vocação: Raimundo Coutinho Canavarro (2018); além dos livros didáticos adotados na rede pública de ensino brasileira: Arte de Perto (2018); Rumos da Arte (2018). Tem inúmeras publicações em congressos e revistas especializadas da área que também atua como parecerista. &amp;#10;Realizou dezenas de curadorias em instituições como Museu de Arte da Pampulha, UFMG, Museu da Inconfidência, Reitoria da UFMG, Centro Cultural Usiminas. Participou como jurado de editais como Vale do Rio do Doce, Casa Fiat de Cultura, Palácio das Artes, Salão de Itabirito, Salão de Anápolis, Centro Cultural UFMG, dentre outros. &amp;#10;Professor Permanente do Programa de Pós-graduação em Artes da Escola de Belas Artes e Professor Associado da graduação da mesma instituição. Orienta trabalhos de doutorado e mestrado tendo inúmeros pesquisadores que já concluíram sua formação. &amp;#10;Na gestão foi Diretor do Centro Cultural UFMG, Diretor de Ação Cultural da UFMG, Diretor Geral do Festival de Inverno da UFMG, Diretor Geral do Festival de Verão UFMG.",18-04-2022,Universidade Federal de Minas Gerais,
"Por uma História da Arte em Belo Horizonte: artistas, exposições e salões de arte",2012,Português,VAZIO,['Rodrigo Vivas Andrade'],['1'],['1'],1526956020506544,Rodrigo Vivas Andrade,Andrade,"Vivas, Rodrigo;ANDRADE, RODRIGO VIVAS",Bom Sucesso,MG,"Rodrigo Vivas graduou-se em História pela Universidade Federal de Ouro Preto (UFOP) em 1999 onde recebeu o prêmio de Destaque no Curso. Realizou seu mestrado em História da Cultura na Universidade Federal de Minas Gerais (2001) Defendeu a tese de Doutorado em História da Arte em 2008, UNICAMP, sendo orientado pelo Professor Nelson Aguilar com o título: Os Salões Municipais de Belas Artes e a Emergência da Arte Contemporânea em Belo Horizonte. 1960-1969. Dentre as inúmeras publicações destaca-se: Por uma história da arte em Belo Horizonte: artistas, salões e Exposições (ComArte, 2012); Abstrações em Movimento: concretismo, neoconcretismo e tachismo, em 2016; Arte como vocação: Raimundo Coutinho Canavarro (2018); além dos livros didáticos adotados na rede pública de ensino brasileira: Arte de Perto (2018); Rumos da Arte (2018). Tem inúmeras publicações em congressos e revistas especializadas da área que também atua como parecerista. &amp;#10;Realizou dezenas de curadorias em instituições como Museu de Arte da Pampulha, UFMG, Museu da Inconfidência, Reitoria da UFMG, Centro Cultural Usiminas. Participou como jurado de editais como Vale do Rio do Doce, Casa Fiat de Cultura, Palácio das Artes, Salão de Itabirito, Salão de Anápolis, Centro Cultural UFMG, dentre outros. &amp;#10;Professor Permanente do Programa de Pós-graduação em Artes da Escola de Belas Artes e Professor Associado da graduação da mesma instituição. Orienta trabalhos de doutorado e mestrado tendo inúmeros pesquisadores que já concluíram sua formação. &amp;#10;Na gestão foi Diretor do Centro Cultural UFMG, Diretor de Ação Cultural da UFMG, Diretor Geral do Festival de Inverno da UFMG, Diretor Geral do Festival de Verão UFMG.",18-04-2022,Universidade Federal de Minas Gerais,
Federalismo e políticas culturais no Brasil,2013,Português,VAZIO,"['José Márcio Pinto de Moura Barros', 'Alexandre Barbalho', 'Lia Calabre']","['1', '2', '3']",['1'],1604785658347017,José Márcio Pinto de Moura Barros,Barros,"BARROS, José Márcio;BARROS, JOSÉ MÁRCIO",Belo Horizonte,MG,"Graduado em Ciências Sociais pela Universidade Federal de Minas Gerais (1980), Mestre em Antropologia Social pela Universidade Estadual de Campinas (1992) e Doutor em Comunicação e Cultura pela Universidade Federal do Rio de Janeiro (2003). Professor do PPG Artes e da Escola de Música (ESMU) da Universidade do Estado de Minas Gerais (UEMG).Professor do PPg Cultura e Sociedade da UFBa. Professor da PUC Minas nos cursos de Jornalismo, Cinema e Audiovisual, Relações Públicas. Atua nas áreas da Antropologia, Políticas Públicas e Cultura e Comunicação com ênfase em Gestão Cultural; Políticas Culturais; Diversidade Cultural;  Processos de mediação. É autor de vários artigos publicados em periódicos, dentre outros trabalhos,. Publicou e organizou os seguintes livros: Comunicação e Cultura nas avenidas de contorno, publicado pela Editora PUC Minas; Diversidade Cultural da proteção à promoção, publicado pela Editora Autêntica; As mediações da Cultura, publicado pela Editora PUC Minas;  Pensar e Agir com a cultura, publicado pelo ODC e Federalismo e políticas culturais no Brasil e Dimensões e Desafios Políticos para a Diversidade Cultural, ambos publicados pela EDUFBa; Gestão Cultural e Diversidade: do Pensar ao Agir e Planos Municipais de Cultura: reflexões e experiências pela EDUEMG; Diversidade Cultural e Desenvolvimento Sustentável. Coordena a organização não-governamental e grupo de pesquisa (CNPq) Observatório da Diversidade Cultural e o Programa Pensar e Agir com a Cultura.",10-06-2022,Universidade do Estado de Minas Gerais,
O cotidiano no cotidiano da pandemia : reflexões e experiências com a educação musical,2021,Português,VAZIO,"['Lilia Neves Gonçalves', 'Jusamara Souza', 'Ana Claudia Specht', 'Antônio Chagas Neto', 'Jaqueline Soares Marques', 'Michelle Arype Girardi Lorenzetti', 'Rosalia Trejo Leon']","['1', '2', '3', '4', '5', '6', '7']",['1'],2899680917014460,Lilia Neves Gonçalves,Gonçalves,"GONÇALVES, L. N.;GONÇALVES, LILIA NEVES",Ituiutaba,MG,"Possui graduação em Educação Artística Habilitação em Música pela Universidade Federal de Uberlândia (1989), Mestrado e Doutorado em Música pela Universidade Federal do Rio Grande do Sul (1993; 2007), na Subárea: Educação Musical. Atualmente é professora associada   no Curso de Licenciatura e Bacharelado em Música, além de orientadora Programa de  Mestrado em Música da Universidade Federal de Uberlândia (UFU). Tem experiência na área de Artes, com ênfase em Música, com temas de pesquisa: conservatórios estaduais mineiros, concepções de ensino/aprendizagem musical, livro didático, educação musical e sociabilidade, ensino/aprendizagem musical no cotidiano. Atua em projetos de pesquisa e de extensão com ênfase na música como prática social, coordenadora do PIBID/Música (desde 2014) e da Residência Pedagógica. Participou do Conselho Editorial da Editora da UFU (EDUFU), foi Editora responsável da Revista OuvirOuVer dos Cursos de Pós-Graduação do Instituto de Artes (UFU) e membro do Conselho Editorial da Revista da ABEM (Associação Brasileira de Educação Musical). Participou da Comissão Técnica do MEC para avaliação do PNLD/Arte. Coordena o grupo de pesquisa &amp;quot;Educação, Música, Cotidiano e Sociabilidade' e participa do grupo de pesquisa &amp;quot;Educação Musical e Cotidiano&amp;quot;, coordenado pela Profa. Dra. Jusamara Souza. .",19-04-2022,Universidade Federal de Uberlândia,
Ciências do Patrimônio: Horizontes Transdisciplinares,2015,Português,VAZIO,"['Alessandra Rosado', 'WILLI DE BARROS GONÇALVES']","['1', '3']",['1'],9978680564909091,Alessandra Rosado,Rosado,"ROSADO, A.;ROSADO, Alessandrea;Rosado, Alessandra;ROSADO,Alessandra",Caratinga,MG,"Professora do Departamento de Artes Plásticas da Escola de Belas Artes da UFMG. Doutora e Mestre em Artes pela Universidade Federal de Minas Gerais, Especialista em Conservação e Restauração de Bens Culturais Móveis pelo Centro de Conservação e Restauração de Bens Culturais Móveis (CECOR/EBA/UFMG), Especialista em Pintura com Técnica Antiga (fundo ouro) realizada no Palazzo Spinelli (Istituto per l'Arte e il Restauro em Florença - Itália e Graduada em História pela Universidade Federal de Minas Gerais  (UFMG). Possui experiência na área de Artes e Ciência da Conservação, com ênfase em Conservação Preventiva, Restauração, Análise de Materiais e Técnicas Artísticas, atuando principalmente nos seguintes temas: História da Arte técnica, Imaginária colonial mineira em cedro, Arte Concreta e Neoconcreta Brasileira. É vice diretora do Centro de Conservação-Restauração de Bens Culturais CECOR,  coordenadora do Laboratório de Conservação-Restauração de Escultura (LABORE/EBA/UFMG) e pesquisadora/coordenadora associada do Laboratório de Ciência da Conservação (LACICOR/CECOR/EBA/UFMG) e co-coordenadora dos projetos de pesquisa em colaboração com a Getty Foundation e Getty Conservation Institute. É filiada à Associação Nacional de Pesquisa em Tecnologia e Ciência do Patrimônio (ANTECIPA).",19-05-2022,Universidade Federal de Minas Gerais,https://orcid.org/0000-0002-6968-8283
Arte na educação básica,2018,Português,VAZIO,"['Daniel Santos Costa', 'Tiago Samuel Bassani']","['1', '2']",['1'],3266759891135746,Daniel Santos Costa,Costa,"COSTA, Daniel. S.;COSTA, DANIEL SANTOS;COSTA, DANIEL;SANTOS COSTA, DANIEL",Santa Vitória,MG,"Docente na Universidade Federal de Uberlândia ? Escola de Educação Básica (ESEBA-UFU). Doutor em Artes Cênicas (USP), Mestre em Artes da Cena (Unicamp), Bacharel em Dança e Licenciado em Artes ? Dança pela Universidade Estadual de Campinas (Unicamp) e com formação pedagógica em Pedagogia e Teatro. Cursa 2ª Licenciatura em Educação Especial (UFSCar, 2021-2023). Possui especialização na área de Educação Inclusiva. É docente colaborador do Mestrado Profissional em Artes ? ProfArtes e do Mestrado em Artes Cênicas (PPGAC/IARTE/UFU).  Tem experiência na educação superior e educação básica a atua na pesquisa em articulação com os seguintes temas: corpo, memória, oralidade, cultura e história africano-brasileira e indígena. Venho articulando processos de criação na encruzilhada entre dança e o teatro, autobiografia e coletividades, histórias de vida e movimentos sociais provocando ideias de festas performativas que consolidam a produção de conhecimento por meio do corpo, das experiências e no posicionamento crítico que suleiam possibilidades, f(r)estas e fissuras nos processos artísticos e pedagógicos numa intrínseca relação entre arte e vida.",19-06-2022,,https://orcid.org/0000-0003-3733-471X
